,Date,0,1,2,3,4,5,6,7,8,9
12,2025-01-13,ANGELONE,3930.0,50,3,null,2501.15,2547.80,2572.80,null,0
13,2025-01-13,APLAPOLLO,852.0,10,6,1487.35,1495.30,1424.1,1530.90,1549.55,0
14,2025-01-13,APOLLOHOSP,3775.0,25,3,6840.40,6886.85,6839.6,6934.45,6988.50,0
15,2025-01-13,APOLLOTYRE,1594.0,5,1,444.85,454.30,443.15,463.80,473.70,0
16,2025-01-13,ASHOKLEY,2899.0,1.25,0,203.64,205.94,202.45,208.39,210.69,0
17,2025-01-13,ASIANPAINT,6296.0,10,0,2267.45,2287.05,2252.65,2307.45,2325.75,0
18,2025-01-13,ASTRAL,3963.0,10,2,1485.90,1522.80,1471.5,1543.50,1563.30,0
19,2025-01-13,ATGL,813.0,5,4,650.40,663.00,628.2,673.50,684.75,0
20,2025-01-13,ATUL,1267.0,50,4,6513.50,6601.85,6614.65,6808.85,6779.65,2
21,2025-01-13,AUBANK,2803.0,2.5,0,549.70,562.20,560.3,566.60,571.90,0
22,2025-01-13,AUROPHARMA,5302.0,10,3,1121.40,1146.35,1161.4,1165.90,1184.90,0
23,2025-01-13,AXISBANK,10153.0,5,2,1020.65,1030.70,1049.3,1040.70,1050.60,0
24,2025-01-13,BAJAJ-AUTO,6728.0,50,3,8539.85,8635.10,8596.25,8733.30,8830.00,0
25,2025-01-13,BAJAJFINSV,3603.0,10,0,1645.25,1665.60,1674.15,1684.35,1705.05,0
26,2025-01-13,BAJFINANCE,6538.0,50,0,7033.80,7128.70,7150.95,7224.90,7322.40,0
27,2025-01-13,BALKRISIND,2039.0,5,6,2663.75,null,2704.70,null,2718.65,2
28,2025-01-13,BANDHANBNK,740.0,1.25,2,137.23,141.73,137.67,146.88,147.08,0
29,2025-01-13,BANKBARODA,5019.0,1.25,2,218.15,220.45,217.69,223.05,225.35,0
30,2025-01-13,BANKINDIA,2083.0,0.5,4,92.45,93.75,90.35,94.85,95.45,0
31,2025-01-13,BATAINDIA,2998.0,5,0,1390.60,1396.35,1364.05,1407.40,1428.30,0
32,2025-01-13,BEL,6904.0,2.5,3,256.50,261.65,259.6,266.65,271.15,0
33,2025-01-13,BERGEPAINT,1295.0,2.5,0,449.85,455.25,451.4,460.25,464.70,0
34,2025-01-13,BHARATFORG,1471.0,10,2,1165.45,1186.95,1169.85,1204.40,1224.90,0
35,2025-01-13,BHARTIARTL,7229.0,10,2,1565.45,1585.00,1597.2,1604.40,1624.15,1
36,2025-01-13,BHEL,5948.0,2.5,1,192.15,196.80,192.58,201.65,206.55,0
37,2025-01-13,BIOCON,6843.0,2.5,1,366.45,370.90,365.2,376.05,380.40,0
38,2025-01-13,BOSCHLTD,1234.0,250,4,31185.70,31407.10,30979.75,32070.45,32560.50,1
39,2025-01-13,BPCL,6958.0,2.5,0,262.05,266.95,265.3,271.95,276.70,0
40,2025-01-13,BRITANNIA,4929.0,25,1,4870.10,4916.70,4927.05,4967.25,5012.05,1
41,2025-01-13,BSE,7156.0,50,4,5031.25,5128.40,5156.6,5224.30,5317.80,0
42,2025-01-13,BSOFT,1492.0,5,2,533.40,542.95,525.65,553.10,562.70,0
43,2025-01-13,CAMS,898.0,50,1,4341.60,4457.55,4281.85,4542.90,4646.25,0
44,2025-01-13,CANBK,4623.0,0.5,2,90.31,91.21,88.52,92.26,93.16,0
45,2025-01-13,CANFINHOME,1303.0,5,3,662.70,671.60,651.75,684.15,689.10,0
46,2025-01-13,CDSL,3731.0,10,3,1562.85,1583.30,1529.25,1601.60,1621.75,0
47,2025-01-13,CESC,3059.0,1.25,2,157.25,null,160.00,null,163.10,0
48,2025-01-13,CGPOWER,802.0,5,3,622.75,632.50,615.1,641.75,652.80,0
49,2025-01-13,CHAMBLFERT,1510.0,5,3,464.55,472.70,454.4,482.50,494.45,1
50,2025-01-13,CHOLAFIN,2025.0,10,2,1225.15,1246.15,1222.55,1265.20,1284.30,1
51,2025-01-13,CIPLA,1979.0,10,4,1423.70,1443.50,1439.2,1463.15,1482.90,0
52,2025-01-13,COALINDIA,5736.0,2.5,2,356.40,361.20,362.9,366.10,370.75,0
53,2025-01-13,COFORGE,6934.0,50,1,9002.70,9113.95,8705.55,9214.65,9310.10,0
54,2025-01-13,COLPAL,3019.0,5,0,2805.25,2824.90,2752.05,2844.00,2851.90,1
55,2025-01-13,CONCOR,1388.0,5,5,731.65,742.35,728.4,751.85,761.55,0
