,Date,symbol,volume,pv,bullish risk,C2,C1,CMP,P1,P2,Bearish Risk
102,03-12-2024,NESTLEIND,1984,10,2,2222.1,2241.85,2262.9,2261.55,2281.05,0
103,03-12-2024,NHPC,649,0.5,7,79.95,81.4,82.15,82.4,null,7
104,03-12-2024,NMDC,1961,2.5,2,226.63,231.43,235.2,236.08,240.93,1
105,03-12-2024,NTPC,3162,2.5,2,350.9,355.7,367.7,360.6,364.95,0
106,03-12-2024,NYKAA,309,2.5,1,155.1,165.25,170.2,171.45,null,2
107,03-12-2024,OBEROIRLTY,4137,10,0,2076.3,2098.85,2057.05,2113.5,2138.1,5
108,03-12-2024,OFSS,3661,125,1,11865.35,12093.55,12528.4,12337.45,12576.15,4
109,03-12-2024,OIL,644,5,3,476,482.7,491.05,500.3,510.55,4
110,03-12-2024,ONGC,9729,2,0,256.4,258.75,261.9,261.3,263.7,0
111,03-12-2024,PAGEIND,678,250,4,null,45469.8,45796.85,45814.7,null,6
112,03-12-2024,PAYTM,914,10,2,859.3,890.15,902.6,905.3,923.9,3
113,03-12-2024,PEL,1726,10,0,1184.4,1203.95,1235.85,1223.55,1242.75,1
114,03-12-2024,PERSISTENT,2084,50,0,5746,5830.85,6033.65,5924.85,6023.7,4
115,03-12-2024,PETRONET,1777,1,2,331.8,334.05,339.6,336.4,339.15,2
116,03-12-2024,PFC,2125,5,0,483.4,492.6,501.1,502.1,511.15,0
117,03-12-2024,PIDILITIND,2029,10,2,3088.95,3115.45,3124.1,3126.25,null,6
118,03-12-2024,PIIND,785,25,3,3995,4062.1,4137,4107.15,4184.3,3
119,03-12-2024,PNB,2377,0.5,0,105.04,105.99,107.8,106.89,108.09,3
120,03-12-2024,POLICYBZR,2121,25,2,1877.35,1915,1928,1960.55,2005.45,5
121,03-12-2024,POLYCAB,2654,50,0,7227.75,7329.1,7421,7423.2,7518.55,2
122,03-12-2024,POONAWALLA,762,2.5,3,null,341.05,344.6,345.2,349.55,7
123,03-12-2024,POWERGRID,2483,2.5,3,320.9,325.65,329.9,330.3,335.15,1
124,03-12-2024,PRESTIGE,318,25,2,null,null,1738.95,null,null,1
125,03-12-2024,PVRINOX,2329,10,0,1537.55,1557.05,1597.2,1576.7,1598.5,1
126,03-12-2024,RAMCOCEM,1912,5,0,1018.25,1028.25,1040.5,1038.95,1047.6,2
127,03-12-2024,RBLBANK,5307,1.25,0,155.23,156.63,163.55,161.38,162.48,0
128,03-12-2024,RECLTD,2814,5,1,522.75,532.5,539.5,541.75,551,0
129,03-12-2024,RELIANCE,16891,5,0,1298.8,1308.35,1325.05,1318,1327.75,0
130,03-12-2024,SAIL,4556,1.25,2,115.82,118.22,122.8,120.72,122.97,0
131,03-12-2024,SBICARD,1553,2.5,0,697.9,702.8,704,708,712.55,0
132,03-12-2024,SBILIFE,4557,10,3,,,1435,,,0
133,03-12-2024,SBIN,15020,5,0,831.75,840.55,853.5,850.35,861.35,0
134,03-12-2024,SHREECEM,2375,125,1,26708.65,26905,27175,27104.5,27482.7,4
135,03-12-2024,SHRIRAMFIN,8824,25,0,3116.85,3164.3,3145.6,3212.9,3265.7,2
136,03-12-2024,SIEMENS,2797,50,0,7515.15,7608,7740,7712.5,7801.2,3
137,03-12-2024,SJVN,597,1.25,3,111.44,113.39,117.6,116.29,120.44,6
138,03-12-2024,SONACOMS,172,10,4,null,669.7,674.45,683.6,null,4
139,03-12-2024,SRF,1326,10,0,2262.35,2282.75,2311.2,2301.3,2320.5,1
140,03-12-2024,SUNPHARMA,6156,10,2,1762.05,1781.85,1801.55,1800.9,1819.5,1
141,03-12-2024,SUNTV,803,5,6,742.05,751.15,776.45,758.7,768,3
142,03-12-2024,SUPREMEIND,185,50,3,null,null,4765.05,null,null,5
143,03-12-2024,SYNGENE,1343,5,0,930.5,940.25,933.8,951.5,957.1,2
144,03-12-2024,TATACHEM,1237,10,2,1103.95,1124.05,1135,1143.3,1162.2,3
145,03-12-2024,TATACOMM,1233,10,4,1763.25,1784.2,1805.5,1801.3,1819.65,1
146,03-12-2024,TATACONSUM,1800,5,2,939.05,949.4,955.9,958.65,967.7,1
147,03-12-2024,TATAELXSI,213,50,5,null,6687.2,6845,6870.95,6923.45,6
148,03-12-2024,TATAMOTORS,5812,5,0,772.3,781.9,800.1,791.7,801.4,0
149,03-12-2024,TATAPOWER,6039,2.5,0,415.85,420.7,428.1,425.55,430.15,0
150,03-12-2024,TATASTEEL,7765,1.25,1,143.13,145.53,146.6,147.93,150.18,0
151,03-12-2024,TCS,7628,25,1,4211.8,4260.55,4303,4308.4,4357.55,1
152,03-12-2024,TECHM,2817,10,2,1727.65,1746.05,1748.85,1766.5,1785.4,2
153,03-12-2024,TIINDIA,99,50,3,null,3549.8,3605.6,3668.15,null,3
154,03-12-2024,TITAN,3118,25,4,3216,3264.35,3331,3312.85,3359,0
155,03-12-2024,TORNTPHARM,1429,25,4,3283.75,3322.75,3365.6,3367.05,3409.95,4
156,03-12-2024,TRENT,3687,50,2,6634.75,6724.25,6836,6822.5,6920.05,0
157,03-12-2024,TVSMOTOR,2239,25,3,2469.9,2516.05,2555,2565,2641,0
158,03-12-2024,UBL,704,10,5,1903.8,1918.9,1954,1948.25,1945.05,3
159,03-12-2024,ULTRACEMCO,8768,50,0,11516.95,11620.9,11862.2,11713.6,11815.7,5
160,03-12-2024,UNIONBANK,843,0.5,3,121.8,null,123.15,null,124.5,5
161,03-12-2024,UNITDSPR,1074,10,2,1506.2,1525.9,1544,1544.9,1564.5,2
162,03-12-2024,UPL,1927.365314,1.825,0,545.95,550.4,562.3,555.75,560.05,0
163,03-12-2024,VBL,4831,5,6,592.05,602.45,621.7,612.95,621,4
164,03-12-2024,VEDL,3499,5,2,443.5,453.4,467.8,462.75,472.1,0
165,03-12-2024,VOLTAS,2524,10,0,1683.8,1702.85,1689.8,1722.1,1741.65,0
166,03-12-2024,WIPRO,4082,1.25,4,287.65,290.05,291.8,292.55,295.25,3
167,03-12-2024,YESBANK,538,0.5,1,19.37,20.27,20.84,20.27,21.32,2
168,03-12-2024,ZOMATO,1201,2.5,3,272.2,276.85,280,281.85,286.3,3
169,03-12-2024,ZYDUSLIFE,1480,10,4,947.2,966.1,980.2,985.1,1004,0
170,03-12-2024,AARTIIND,900,5,5,433.5,442.75,444.5,452.2,466.55,0
171,03-12-2024,ABB,967,50,1,7335.2,7425.8,7530.2,7518.95,7626.75,1
172,03-12-2024,ABBOTINDIA,1183,125,4,27744.25,null,28000,null,28003.15,3
173,03-12-2024,ABCAPITAL,1133,1.25,3,193.25,195,198.84,197.6,199.7,2
174,03-12-2024,ABFRL,2130,2.5,4,307.1,311.45,316.5,316.65,321.15,0
175,03-12-2024,ACC,1472,10,0,2196.55,2215.6,2289,2238.4,2257.05,1
176,03-12-2024,ADANIENSOL,804,10,2,785.9,804.8,799.9,822.8,843.3,4
177,03-12-2024,ADANIENT,11375,10,0,2455.4,2475.4,2511,2495,2515.3,0
178,03-12-2024,ADANIGREEN,6931,10,0,1288.35,1309.75,1312,1327.85,1352.65,3
179,03-12-2024,ADANIPORTS,25331,10,0,1227,1245.85,1287,1265.45,1284.85,0
180,03-12-2024,ALKEM,1285,50,4,5539.9,5632.2,5630,5727.5,5819.15,4
181,03-12-2024,AMBUJACEM,2221,5,0,523.75,533.3,565.2,542.85,552.05,0
182,03-12-2024,ANGELONE,195,25,1,2909.65,null,2950,null,3054.95,3
183,03-12-2024,APLAPOLLO,287,20,5,null,1536.95,1539.3,1561.6,null,5
184,03-12-2024,APOLLOHOSP,5502,25,1,7044.4,7095,7130,7138.65,7189.05,5
185,03-12-2024,APOLLOTYRE,828,5,3,499.25,508.95,519.95,518.2,527.8,1
186,03-12-2024,ASHOKLEY,1674,1.25,1,226.85,229.25,235.25,231.65,233.95,0
187,03-12-2024,ASIANPAINT,2852,10,1,2453.95,2473.8,2470.3,2493.45,2512.7,0
188,03-12-2024,ASTRAL,1057,10,3,1782.25,1803.25,1845.45,1825.05,1840.2,2
189,03-12-2024,ATGL,1408,5,3,757.55,766.25,764.45,780.3,783.8,1
190,03-12-2024,ATUL,335,50,3,7241.85,7308.2,7399.95,7419.05,7569.1,3
191,03-12-2024,AUBANK,1225,5,3,563.95,573.9,595.3,583.45,593.15,0
192,03-12-2024,AUROPHARMA,1733,10,4,1226.75,1245.95,1264,1264.55,1283.55,0
193,03-12-2024,AXISBANK,3646,5,2,1129.4,1139.25,1161,1148.8,1159.35,0
194,03-12-2024,BAJAJ-AUTO,5518,50,1,9001.05,9100.1,9157.2,9196.75,9298.4,0
195,03-12-2024,BAJAJFINSV,2444,10,2,1581.6,1600.8,1609.7,1619.6,1643.25,0
196,03-12-2024,BAJFINANCE,7361,50,3,6528.1,6623.65,6661,6719.6,6815.2,0
197,03-12-2024,BALKRISIND,1009,25,5,2778.35,2818,2835.25,2864.2,2981.2,3
198,03-12-2024,BANDHANBNK,1260,1.25,1,167.58,170.13,175.05,172.53,174.63,0
199,03-12-2024,BANKBARODA,5401,1.25,0,247.85,250.4,254.3,252.75,254.95,0
200,03-12-2024,BANKINDIA,1321,1,4,109.32,111.07,111.42,112.02,null,7
201,03-12-2024,BATAINDIA,1572,5,0,1399.2,1410.2,1425,1419.8,1430.6,1
202,03-12-2024,BEL,3271,2.5,0,301.5,306.4,312,311.3,315.65,0
203,03-12-2024,BERGEPAINT,1905,2.5,4,485.2,488.05,482,492.95,497.35,1
204,03-12-2024,BHARATFORG,863,10,2,1324.5,1343.15,1347,1361.85,1381.2,0
205,03-12-2024,BHARTIARTL,7476,10,1,1604.1,1623.1,1618.9,1642.15,1661.15,2
206,03-12-2024,BHEL,1513,2.5,2,246.55,251.25,252.25,256,260,1
207,03-12-2024,BIOCON,1548,2.5,0,366.25,370.75,373.5,375.7,380.3,2
208,03-12-2024,BOSCHLTD,1049,250,5,34162.2,34737.6,35018,35170.4,null,6
209,03-12-2024,BPCL,2830,2.5,2,285.95,290.9,294.5,295.65,300.45,0
210,03-12-2024,BRITANNIA,3227,25,2,4845.35,4895.35,4910,4944.05,4991,1
211,03-12-2024,BSE,760,50,0,null,4545.05,4597.8,4638.95,4754.35,2
212,03-12-2024,BSOFT,1203,5,3,583.45,593.2,601.6,603.25,613.2,0
213,03-12-2024,CAMS,369,50,5,4911.25,5026.35,5115,5119.25,5214.7,3
214,03-12-2024,CANBK,2814,0.5,0,102,102.9,105.2,104,104.9,0
215,03-12-2024,CANFINHOME,1769,5,3,805.95,815.4,835,825.75,834.55,1
216,03-12-2024,CDSL,2290,10,4,1661.9,1680.55,1664,1701.4,1741.75,3
217,03-12-2024,CESC,326,1.25,5,null,null,181.49,null,null,6
218,03-12-2024,CGPOWER,693,5,5,744.8,750.65,760.1,765.35,775.85,6
219,03-12-2024,CHAMBLFERT,883,5,1,512.1,521.6,526.5,530.9,541,4
220,03-12-2024,CHOLAFIN,1829,10,1,1242.65,1261.05,1256,1281.25,1299.85,1
221,03-12-2024,CIPLA,3455,10,4,1483.05,1502.1,1533,1521.45,1540.8,0
,Date,0,1,2,3,4,5,6,7,8,9
0,02-12-2024,TECHM,2058,10,4,1683.05,1704.1,1742,1724,1742.5,0
1,02-12-2024,TIINDIA,20,50,2,null,null,3582.15,null,null,3
2,02-12-2024,TITAN,2279,25,4,3158.05,3208.3,3302,3256.9,3301.85,0
3,02-12-2024,TORNTPHARM,667,25,4,3313.35,null,3362.55,null,3425.65,3
4,02-12-2024,TRENT,1872,50,2,6612.1,6700.25,6801,6795.65,6898.95,0
5,02-12-2024,TVSMOTOR,5913,25,3,2365.25,2413.95,2482.9,2462.2,2513,0
6,02-12-2024,UBL,1814,10,5,1917.3,1939,1960,1952.4,1946.75,3
7,02-12-2024,ULTRACEMCO,7022,50,1,11110.95,11210.25,11630.2,11304.55,11400.6,2
8,02-12-2024,UNIONBANK,798,0.5,4,116.95,null,121.3,null,122.4,4
9,02-12-2024,UNITDSPR,1136,10,2,1505.7,1524.85,1532.4,1544.1,1564.25,2
10,02-12-2024,UPL,1611.95941,1.625,0,534.75,539.15,554.05,544.4,549.05,0
11,02-12-2024,VBL,242,5,2,617.15,625.6,633.2,643.55,null,5
12,02-12-2024,VEDL,4066,5,2,443.6,452.5,460.95,461.9,471.65,0
13,02-12-2024,VOLTAS,1602,10,2,1644.15,1663.15,1722,1682.6,1701.4,0
14,02-12-2024,WIPRO,3357,2.5,1,575.4,580.35,585,584.95,590.15,1
15,02-12-2024,YESBANK,468,0.5,1,18.77,19.37,20.1,20.27,21.22,3
16,02-12-2024,ZOMATO,1308,2.5,4,277.15,282.15,282.85,287.05,291.85,5
17,02-12-2024,ZYDUSLIFE,1610,10,4,944.55,963.8,974.8,984.45,1003.55,0
18,02-12-2024,AARTIIND,1362,5,5,408.95,432.05,444,441.9,451.1,0
19,02-12-2024,ABB,1885,50,1,7197,7309.5,7479.95,7393.2,7492.85,1
20,02-12-2024,ABBOTINDIA,783,125,4,27047.55,null,27965.05,null,null,2
21,02-12-2024,ABCAPITAL,1001,1.25,4,189.7,192.35,194.25,194.9,197.4,2
22,02-12-2024,ABFRL,837,2.5,3,305.65,310.55,321.8,315.6,319.7,0
23,02-12-2024,ACC,2839,10,0,2213.4,2234.3,2232.2,2253.8,2272.15,1
24,02-12-2024,ADANIENSOL,1859,10,2,816.2,828.85,805.3,852,881.6,4
25,02-12-2024,ADANIENT,11021,10,0,2441.75,2459.95,2452.1,2480.8,2499.7,0
26,02-12-2024,ADANIGREEN,11851,10,0,1390.45,1410.8,1418.1,1428.75,null,8
27,02-12-2024,ADANIPORTS,11816,10,1,1165.95,1185.2,1215.5,1204.2,1224.7,0
28,02-12-2024,ALKEM,1371,50,4,5543.95,5642.4,5696.2,5741.55,5840,4
29,02-12-2024,AMBUJACEM,4707,5,1,522.85,532.7,538.5,541.8,551.25,0
30,02-12-2024,ANGELONE,123,25,1,null,null,2889,null,null,3
31,02-12-2024,APLAPOLLO,533,10,6,1474.4,null,1498.1,null,1501.85,5
32,02-12-2024,APOLLOHOSP,2473,25,3,6853.8,6902.1,7064.25,6961.2,7005.35,2
33,02-12-2024,APOLLOTYRE,1052,5,4,492.35,502.7,513.55,511.75,521.6,1
34,02-12-2024,ASHOKLEY,2218,1.25,1,225.78,228.53,229.7,230.78,233.43,0
35,02-12-2024,ASIANPAINT,3882,10,1,2436.45,2455.65,2478,2476.3,2495.1,0
36,02-12-2024,ASTRAL,912,10,5,1767.3,1774.65,1816,1793.3,1813.5,1
37,02-12-2024,ATGL,1009,5,3,791.85,795.95,770.95,804.2,810.7,3
38,02-12-2024,ATUL,293,50,3,7112.8,7247.8,7355,7316.15,7441.45,3
39,02-12-2024,AUBANK,1369,5,5,562.3,572.25,582.9,581.9,591.25,0
40,02-12-2024,AUROPHARMA,2151,10,5,1246,1265.5,1255,1284.3,1307,0
41,02-12-2024,AXISBANK,3931,5,3,1118.55,1128.15,1136.35,1138.3,1148.05,0
42,02-12-2024,BAJAJ-AUTO,6970,50,1,8992.45,9092.55,9119.5,9189.3,9290.65,0
43,02-12-2024,BAJAJFINSV,2057,10,3,1543.45,1563,1595.05,1582.2,1601.6,0
44,02-12-2024,BAJFINANCE,7912,50,3,6327.2,6423.65,6646.95,6520.3,6616.65,0
45,02-12-2024,BALKRISIND,977,25,6,2725.4,2771.2,2790.35,2814.9,null,4
46,02-12-2024,BANDHANBNK,1192,1.25,2,165.23,167.83,170.93,170.23,172.93,0
47,02-12-2024,BANKBARODA,2353,1.25,1,242,244.7,246.5,247.2,249.55,0
48,02-12-2024,BANKINDIA,308,1,4,null,109.06,109.71,110.51,null,6
49,02-12-2024,BATAINDIA,1427,5,0,1387.1,1397,1432.5,1404.65,1415.75,3
50,02-12-2024,BEL,3294,2.5,0,300.85,305.5,306.8,310.5,315.35,0
51,02-12-2024,BERGEPAINT,895,2.5,4,486.8,491.3,491.4,495.7,500.5,3
52,02-12-2024,BHARATFORG,1365,10,5,1302.1,1321.4,1348.3,1321.4,1340.9,0
53,02-12-2024,BHARTIARTL,6600,10,2,1582.15,1601.15,1642,1620.4,1639.15,1
54,02-12-2024,BHEL,2103,2.5,2,241.15,245.95,249.65,250.8,255.6,1
55,02-12-2024,BIOCON,3286,2.5,0,361.3,366.1,374.5,371,375.85,2
56,02-12-2024,BOSCHLTD,1733,250,5,33872.25,34572.55,34972.95,35049.1,null,6
57,02-12-2024,BPCL,2334,2.5,2,281.9,286.55,295.8,291.4,296.2,0
58,02-12-2024,BRITANNIA,2919,25,5,4845.65,4893.6,4911.8,4941.7,4990.3,1
59,02-12-2024,BSE,545,50,2,4528.6,4621.6,4550,4717.7,5015.3,1
60,02-12-2024,BSOFT,972,5,5,571.7,581.7,596.3,590.75,600.2,0
61,02-12-2024,CAMS,215,50,3,4926.35,null,5048,null,5168.25,4
62,02-12-2024,CANBK,4350,0.5,0,99.66,100.76,101.75,101.81,102.61,0
63,02-12-2024,CANFINHOME,1086,5,4,791.6,815.7,814.9,826.3,836.2,3
64,02-12-2024,CDSL,1291,10,5,1626.15,1639.75,1667.05,1659.05,1687.45,5
65,02-12-2024,CESC,55,1.25,3,null,null,175.6,null,null,4
66,02-12-2024,CGPOWER,1102,5,3,722.75,736.1,755,746,754.6,5
67,02-12-2024,CHAMBLFERT,2338,5,1,502.85,512.85,523.45,522.7,531.65,3
68,02-12-2024,CHOLAFIN,2177,10,3,1204.1,1223.5,1250.65,1243.8,1262.5,1
69,02-12-2024,CIPLA,6945,10,3,1502,1521.05,1513,1540.8,1559.3,0
70,02-12-2024,COALINDIA,6727,2.125,0,414.75,417.35,421.9,420,422.5,0
71,02-12-2024,COFORGE,2994,50,1,8507.85,8618.35,8690,8715.35,8801.05,3
72,02-12-2024,COLPAL,3974,25,3,2811.9,2858,2887.85,2906.4,2957.6,0
73,02-12-2024,CONCOR,3007,5,2,812.25,821.55,836.3,831.1,841.05,0
74,02-12-2024,COROMANDEL,982,10,5,1760.35,1781.5,1772.4,1803.3,1820.15,6
75,02-12-2024,CROMPTON,868,2.5,4,405.95,410.25,416.8,415.45,422.85,2
76,02-12-2024,CUB,1455,1.25,1,174.28,177.08,181.25,179.53,181.83,1
77,02-12-2024,CUMMINSIND,1244,25,4,3402.35,3453.3,3433,3501.7,3537.7,0
78,02-12-2024,DABUR,1629,2.5,4,515.35,520.25,524.4,525.15,529.8,1
79,02-12-2024,DALBHARAT,1925,10,1,null,1837.15,1846.65,1852.95,1873.75,2
80,02-12-2024,DEEPAKNTR,878,25,3,2659.85,2712.4,2754.5,2759.45,2805.6,1
81,02-12-2024,DELHIVERY,305,5,4,null,324.8,332.35,333.7,343.45,2
82,02-12-2024,DIVISLAB,5807,25,0,6147.85,6194.95,6249.35,6243.2,6295.6,2
83,02-12-2024,DIXON,38413,125,1,16059.5,16300.95,16770,16545.45,16787.5,2
84,02-12-2024,DLF,4106,5,1,812.75,822.9,851.4,832,841.75,0
85,02-12-2024,DMART,286,25,6,null,3651.4,3686.2,3695.65,3764.55,7
86,02-12-2024,DRREDDY,2508,5,3,1190.1,1199.9,1221,1209.7,1219.1,0
87,02-12-2024,EICHERMOT,3045,25,5,4700.2,4751.25,4824.95,4799.6,4850.45,2
88,02-12-2024,ESCORTS,1099,25,8,3471.1,3516.3,3518,3589.85,3585.55,1
89,02-12-2024,EXIDEIND,2017,5,4,442.7,452.3,451.4,461.75,472.1,1
90,02-12-2024,FEDERALBNK,3025,1.25,1,204.98,207.63,209.38,210.13,212.63,0
91,02-12-2024,GAIL,1961,1.25,2,195.11,197.36,198.61,199.86,202.41,0
92,02-12-2024,GLENMARK,762,10,5,1506,1525.6,1555,1546.4,1566.05,2
93,02-12-2024,GMRINFRA,3365,0.5,2,81.2,82.15,83.35,83.2,84.1,1
94,02-12-2024,GNFC,1460,5,4,621.35,631,652.1,640.8,650.5,2
95,02-12-2024,GODREJCP,716,10,3,1203.2,1222.5,1226,1240.75,1261.2,0
96,02-12-2024,GODREJPROP,2176,25,3,2718.3,2765.5,2905,2812,2861.65,1
97,02-12-2024,GRANULES,803,5,3,573.25,582.65,595.7,591.8,602.05,0
98,02-12-2024,GRASIM,1941,10,2,2575.05,2593.75,2686,2612.95,2632.9,2
99,02-12-2024,GUJGASLTD,1097,5,4,463.15,473.25,481,482.05,491.25,0
100,02-12-2024,HAL,6238,50,0,4343.35,4435.8,4505,4530.65,4623.9,1
101,02-12-2024,HAVELLS,975,10,3,1681.6,1703.15,1737.2,1722.3,1740.05,2
102,02-12-2024,HCLTECH,3734,10,2,1821.1,1841.4,1872.75,1861.4,1880.5,1
103,02-12-2024,HDFCAMC,869,25,4,3986.75,4062.7,4259.2,4204.9,4206.6,2
104,02-12-2024,HDFCBANK,14903,5,0,1765.6,1775.05,1805.95,1784.9,1794.7,0
105,02-12-2024,HDFCLIFE,3375,5,3,632.05,641.9,640.2,652.15,661.95,0
106,02-12-2024,HEROMOTOCO,5025,50,3,4625.15,4721.4,4747,4816.75,4918.55,0
107,02-12-2024,HFCL,396,2.5,4,null,null,129.38,null,null,3
108,02-12-2024,HINDALCO,1294,5,3,642.1,651.95,662.7,661.6,671,0
109,02-12-2024,HINDCOPPER,680,2.5,5,266.35,270.25,277.2,275.45,280.35,2
110,02-12-2024,HINDPETRO,1627,2.5,1,375.45,380.5,382.05,385.4,388.75,1
111,02-12-2024,HINDUNILVR,5958,10,3,2441.25,2460.95,2479,2480.9,2500.1,0
112,02-12-2024,HUDCO,1217,2.5,3,240.52,null,242.57,null,252.57,5
113,02-12-2024,ICICIBANK,6477,5,0,1279.2,1289.2,1303.45,1298.8,1308.35,1
114,02-12-2024,ICICIGI,1321,10,6,1818.6,1838.6,1838,1863.25,1880.7,6
115,02-12-2024,ICICIPRULI,1445,5,2,682.2,691.4,690.5,701.1,711.4,3
116,02-12-2024,IDEA,1610,0.5,1,6.49,7.44,8.28,8.34,9.39,3
117,02-12-2024,IDFCFIRSTB,1713,0.5,2,63.11,64.16,64.4,64.16,65.16,0
118,02-12-2024,IEX,994,1.25,2,169.66,171.91,178.5,174.91,177.31,1
119,02-12-2024,IGL,7096,5,3,323.6,333.1,343.2,342.6,352.05,0
120,02-12-2024,INDHOTEL,2351,5,0,782.9,792.45,801,802.2,811.85,2
121,02-12-2024,INDIAMART,233,25,3,2258.85,2304.8,2359.9,2340.9,2386.45,3
122,02-12-2024,INDIANB,49,5,1,null,565.4,566.75,572.95,null,5
123,02-12-2024,INDIGO,1815,25,0,4315.25,4360.15,4405.15,4407.55,4453.7,2
124,02-12-2024,INDUSINDBK,5531,10,3,965.9,984.65,991,1003.15,1021.5,0
125,02-12-2024,INDUSTOWER,2077,5,2,333.5,343.05,347.3,352.2,361.35,0
126,02-12-2024,INFY,8833,10,1,1820.05,1839.35,1877.45,1858.75,1878.2,0
127,02-12-2024,IOC,1700,1.25,2,132.93,135.28,137.99,137.73,140.13,0
128,02-12-2024,IPCALAB,879,10,5,1527.5,1546.95,1535.8,1563.65,1605.6,5
129,02-12-2024,IRB,210,0.5,3,null,null,53.58,null,null,8
130,02-12-2024,IRCTC,1542,5,4,802.75,811,817.5,821.45,830.35,0
131,02-12-2024,IRFC,450,1.25,1,147.56,149.36,150.01,151.11,null,6
132,02-12-2024,ITC,3139,2.5,2,,,477.4,,,0
133,02-12-2024,JINDALSTEL,2099,5,2,889.65,899.3,920,908.85,917.9,0
134,02-12-2024,JIOFIN,569,2.5,3,320.2,325.7,329.95,330.05,334.85,5
135,02-12-2024,JKCEMENT,1010,25,4,4294.2,null,4301.6,null,4344.6,1
136,02-12-2024,JSL,36,5,1,null,null,682.35,null,null,2
137,02-12-2024,JSWENERGY,177,5,2,635.45,646.9,653.3,657.45,null,5
138,02-12-2024,JSWSTEEL,1462,5,3,949.7,959.45,990.4,969.2,978.95,2
139,02-12-2024,JUBLFOOD,842,5,4,631.4,641.25,652.4,651.1,660.8,4
140,02-12-2024,KALYANKJIL,147,5,3,715.3,null,718.25,null,736.7,6
141,02-12-2024,KOTAKBANK,3336,10,3,1743.9,1762.8,1755.75,1781.9,1801.05,2
142,02-12-2024,KPITTECH,46,30,0,null,null,1359.5,null,1378.35,3
143,02-12-2024,LALPATHLAB,744,25,2,2959.7,3007.75,3013.1,3061.65,3069.4,3
144,02-12-2024,LAURUSLABS,2766,5,0,562.75,572.15,577.45,582.5,592.1,1
145,02-12-2024,LICHSGFIN,1587,5,4,612.65,622.3,627.35,631.75,641.75,0
146,02-12-2024,LICI,803,5,5,968.85,978.55,981.9,990.2,995.75,7
147,02-12-2024,LODHA,198,90,1,null,null,1258.05,null,1279.75,2
148,02-12-2024,LT,5383,25,2,3608.45,3656.35,3716,3703.6,3750.65,1
149,02-12-2024,LTF,1134,1.25,2,138.08,140.28,143.75,142.98,145.43,0
150,02-12-2024,LTIM,1165,25,4,6083.95,6137.8,6212,6176.7,6243,3
151,02-12-2024,LTTS,1306,25,4,5194.4,null,5250.4,null,5269.55,1
152,02-12-2024,LUPIN,2956,10,2,2022.55,2040.55,2069,2059,2078.95,0
153,02-12-2024,M&M,8856,25,1,2915.65,2964.15,3019.4,3009.6,3059.8,1
154,02-12-2024,M&MFIN,580,2.5,2,263.25,268.15,277.3,272.85,277.9,0
155,02-12-2024,MANAPPURAM,935,1.25,2,149.99,152.84,156.38,155.59,158.14,0
156,02-12-2024,MARICO,1165,5,3,621.45,631.45,645.45,640.8,650.55,2
157,02-12-2024,MARUTI,29899,50,0,11087.25,11185.55,11230,11282.7,11389.3,0
158,02-12-2024,MAXHEALTH,118,10,2,938.8,null,981.8,null,987.6,1
159,02-12-2024,MCX,2626,50,1,6132.9,6226.8,6310,6326.95,6421.35,2
160,02-12-2024,METROPOLIS,429,10,6,2158.45,2150.1,2161.15,2177.15,null,9
161,02-12-2024,MFSL,1657,10,3,1101.65,1121.65,1114.5,1121.65,1140.2,1
162,02-12-2024,MGL,2750,10,4,1183.25,1202.3,1237.55,1222.3,1241.75,1
163,02-12-2024,MOTHERSON,1060,1.25,2,160.35,162.75,166.08,165.6,168.1,0
164,02-12-2024,MPHASIS,681,25,7,2920.55,2961.35,3049.9,3005.15,3056.7,3
165,02-12-2024,MRF,825,750,2,null,null,125000,null,null,6
166,02-12-2024,MUTHOOTFIN,452,10,6,1897.9,1918.55,1932,1938.75,1957.9,5
167,02-12-2024,NATIONALUM,2155,1.25,1,239.76,242.06,243,244.51,246.66,1
168,02-12-2024,NAUKRI,1192,50,1,8110.9,8209.95,8440,8316.4,8412.75,4
169,02-12-2024,NAVINFLUOR,1094,25,3,3400.45,3459.9,3585,3504.45,3555.6,2
170,02-12-2024,NCC,223,2.5,4,307.05,310.55,311.35,323.1,null,5
171,02-12-2024,NESTLEIND,2343,10,2,2198.95,2219.35,2251.8,2238.3,2257.1,0
172,02-12-2024,NHPC,238,1,5,80.52,81.62,82.67,83.12,null,7
173,02-12-2024,NMDC,1481,2.5,2,221.71,226.21,231.8,231.11,236.56,1
174,02-12-2024,NTPC,3596,2.5,2,355.6,360.5,358.35,365.25,369.85,0
175,02-12-2024,NYKAA,133,2.5,2,null,null,171.64,null,null,2
176,02-12-2024,OBEROIRLTY,1502,10,1,2002.35,2022.1,2079,2040.95,2060.45,4
177,02-12-2024,OFSS,1271,125,2,11341.55,11577.3,12292,11818.25,12045.85,5
178,02-12-2024,OIL,125,10,3,null,null,485.95,null,null,6
179,02-12-2024,ONGC,4326,2,1,250.75,253.1,257.65,255.3,258,0
180,02-12-2024,PAGEIND,505,250,2,null,44607.95,45071.1,45089.2,45495.35,7
181,02-12-2024,PAYTM,1143,10,2,876.8,906.05,895.7,924.1,945.3,4
182,02-12-2024,PEL,866,10,0,1163.05,1182.1,1207,1202.55,1237.9,3
183,02-12-2024,PERSISTENT,1603,50,1,5731.75,5826.5,5931,5921.15,6024.2,4
