,Date,symbol,volume,pv,bullish risk,C2,C1,CMP,P1,P2,Bearish Risk
108,21-11-2024,LTTS,1708,25,1,5067.1,5111.8,5160.5,5161.75,5208.35,0
109,21-11-2024,LUPIN,2826,10,3,1992.1,2013,2041,2032.35,2051.35,0
110,21-11-2024,M&M,15492,25,0,2876.45,2922.2,2925.05,2971.35,3021.55,2
111,21-11-2024,M&MFIN,600,2.5,0,251.25,255.9,256.75,260.7,265.95,0
112,21-11-2024,MANAPPURAM,1558,1.25,1,148.58,151.13,150.11,153.23,155.78,0
113,21-11-2024,MARICO,811,5,3,570.5,584.4,590.85,593,603.55,0
114,21-11-2024,MARUTI,24545,50,1,10626.85,10726.95,10859.5,10827.75,10928.4,0
115,21-11-2024,MCX,4403,50,0,5960.25,6051.4,6194,6148.65,6230,0
116,21-11-2024,METROPOLIS,831,10,4,1973.55,1992.85,2015.15,2021.15,2031.45,0
117,21-11-2024,MFSL,1295,10,0,1134.85,1169.35,1172.85,1189.15,1208.8,2
118,21-11-2024,MGL,3509,10,6,1087.95,1105,1132.7,1124.6,1144.5,0
119,21-11-2024,MOTHERSON,4251,1.25,2,161.04,163.49,162.4,166.04,168.39,0
120,21-11-2024,MPHASIS,1097,25,3,2730.75,2779.5,2772.3,2832.2,2875.9,1
121,21-11-2024,MRF,2668,250,1,121323.9,121713.9,123462,122287.35,122739.8,0
122,21-11-2024,MUTHOOTFIN,2091,10,0,1873.25,1893.85,1897,1911.75,1931,0
123,21-11-2024,NATIONALUM,7707,1.25,0,241.75,244.15,247.78,246.65,248.95,0
124,21-11-2024,NAUKRI,2339,50,5,7440.2,7536.25,7500,7633.9,7728.2,0
125,21-11-2024,NAVINFLUOR,744,25,2,3170.3,3269.25,3265.25,3313.45,3360.5,1
126,21-11-2024,NESTLEIND,3611,10,3,2169.55,2188.5,2208,2207.6,2226.95,0
127,21-11-2024,NMDC,2392,2.5,5,212.29,217.69,218.35,222.39,226.84,1
128,21-11-2024,NTPC,10105,2.5,3,352.7,357.5,357.5,362.4,366.9,0
129,21-11-2024,OBEROIRLTY,1690,10,1,1910.6,1930.1,1922,1951.25,1968.7,0
130,21-11-2024,OFSS,3217,125,4,10931.05,11164.4,11111,11381.8,11617.1,2
131,21-11-2024,ONGC,15397,0.5,2,239.4,242.1,242.35,244.5,246.75,0
132,21-11-2024,PAGEIND,1645,250,3,,,44380,,,1
133,21-11-2024,PEL,2879,10,5,1028.25,1048.15,1053.15,1065.7,1083.3,2
134,21-11-2024,PERSISTENT,3140,50,0,5565.45,5667.4,5740,5759.5,5853.45,4
135,21-11-2024,PETRONET,4048,1,5,308.45,312.45,321.9,314.65,317.1,0
136,21-11-2024,PFC,18103,5,2,429.35,439.6,453.9,449.45,458.95,0
137,21-11-2024,PIDILITIND,2043,10,5,2938.65,2959,2930.55,2994.1,3011.6,0
138,21-11-2024,PIIND,2532,25,3,3983.35,4076.4,4145,4130.5,4182.35,0
139,21-11-2024,PNB,6415,0.5,4,95.33,96.38,96.6,97.43,98.38,0
140,21-11-2024,POLYCAB,2082,50,1,6350.8,6441.6,6415,6532.55,6628.4,0
141,21-11-2024,POWERGRID,5752,2.5,1,308.75,313.55,325.3,318.4,322.8,0
142,21-11-2024,PVRINOX,1865,10,4,1428.9,1450.25,1446,1469.95,1489.1,0
143,21-11-2024,RAMCOCEM,1148,5,1,880.9,894.75,914.7,903.45,913.9,2
144,21-11-2024,RBLBANK,1302,1.25,2,149.95,153.8,156,156.2,157.85,0
145,21-11-2024,RECLTD,25767,5,2,475.95,485.75,491.2,495.3,504.8,0
146,21-11-2024,RELIANCE,44060,5,3,1212.25,1222.1,1220.45,1232.05,1241.9,0
147,21-11-2024,SAIL,2553,1.25,4,106.35,108.65,110.7,111.2,113.55,0
148,21-11-2024,SBICARD,2207,2.5,2,656.65,673.25,676.35,678.1,682.85,0
149,21-11-2024,SBILIFE,3343,10,5,1487.6,1507.85,1475,1526.55,1546.25,0
150,21-11-2024,SBIN,59255,5,4,764.4,774.4,780.9,784.25,794.3,0
151,21-11-2024,SHREECEM,1277,125,3,null,23940.85,24082.25,24156.5,24362.95,4
152,21-11-2024,SHRIRAMFIN,5542,25,3,2720.9,2773.1,2799.9,2821.3,2868.45,0
153,21-11-2024,SIEMENS,1148,50,3,6427.8,6557.6,6673.15,6650.7,6749.1,0
154,21-11-2024,SRF,1612,10,4,2115.25,2136.75,2138,2165.05,2183.15,0
155,21-11-2024,SUNPHARMA,3913,10,2,1732.85,1753.2,1770.8,1772.45,1791.95,0
156,21-11-2024,SUNTV,905,5,4,706.2,720.7,731.5,730.25,742.15,1
157,21-11-2024,SYNGENE,596,5,4,829.75,842.6,847.5,850.4,861.15,0
158,21-11-2024,TATACHEM,1969,10,3,1030.8,1050.25,1046.5,1069.5,1086.95,0
159,21-11-2024,TATACOMM,1224,10,5,1694.25,1713.5,1710,1731,1752.3,0
160,21-11-2024,TATACONSUM,3774,5,5,893.6,904.5,913.5,913.9,923.55,0
161,21-11-2024,TATAMOTORS,35233,5,2,756.55,765.75,774,775.3,784.9,0
162,21-11-2024,TATAPOWER,9267,2.5,1,398.1,402.75,408,407.6,412.55,0
163,21-11-2024,TATASTEEL,14501,1.25,2,133.92,136.37,140,138.67,141.17,0
164,21-11-2024,TCS,14593,25,0,3982.75,4032.55,4068,4079.35,4125.8,1
165,21-11-2024,TECHM,6537,10,0,1673.45,1692.65,1702.5,1711.2,1730.85,2
166,21-11-2024,TITAN,6432,25,4,3132.4,3180.05,3178.95,3225.35,3275.65,0
167,21-11-2024,TORNTPHARM,309,25,4,3002.9,3069.6,3102.9,3115.65,3170.3,1
168,21-11-2024,TRENT,8790,50,2,6354.2,6450.55,6420,6539.1,6638.3,0
169,21-11-2024,TVSMOTOR,2754,25,3,2327.2,2375.2,2390,2422.6,2470.15,0
170,21-11-2024,UBL,625,10,1,1768.15,1824.75,1827.25,1846.45,1862.05,1
171,21-11-2024,ULTRACEMCO,4208,50,2,10528.6,10626.1,10952.65,10727.95,10818.8,0
172,21-11-2024,UNITDSPR,2217,10,2,1451.95,1472.4,1493.85,1491.45,1510.85,2
173,21-11-2024,UPL,13029,5,1,526.25,535.95,555.75,545.9,555.45,0
174,21-11-2024,VEDL,4154,5,2,426.05,435.55,443,444.9,453.85,1
175,21-11-2024,VOLTAS,5295,10,0,1670.75,1689.55,1675,1711.35,1730.15,0
176,21-11-2024,WIPRO,5478,2.5,0,557.25,561.95,557,567,571.45,0
177,21-11-2024,ZYDUSLIFE,848,10,1,903.7,931.7,941.3,949.75,968.4,0
0,19-11-2024,GRANULES,342,5,3,514.6,526,547,565.45,559.75,0
1,19-11-2024,GRASIM,6582,10,1,2507.45,2527.5,2507,2547.4,2565.9,0
2,19-11-2024,GUJGASLTD,3739,5,4,434.65,445.25,450.25,454.85,464.2,0
3,19-11-2024,HAL,9192,50,1,3963.05,4054.4,4047.8,4143.45,4235.35,0
4,19-11-2024,HAVELLS,1232,10,3,1609.55,1627.7,1630.3,1647.85,1667.95,0
5,19-11-2024,HCLTECH,4218,10,0,1809.75,1828.75,1824,1847.15,1866.75,2
6,19-11-2024,HDFCAMC,2057,25,5,4117.2,4172.55,4167.8,4215.55,4265.25,0
7,19-11-2024,HDFCBANK,10175,5,0,1697.05,1706.75,1736,1716.45,1726.05,0
8,19-11-2024,HDFCLIFE,1844,5,2,675.3,684.9,679,693.9,703.85,0
9,19-11-2024,HEROMOTOCO,6057,50,2,4662.25,4753.7,4761,4846.1,4944.9,0
10,19-11-2024,HINDALCO,4255,5,2,635.7,645.35,638,654.8,663.85,0
11,19-11-2024,HINDCOPPER,338,2.5,4,254.15,null,267.3,null,268.7,0
12,19-11-2024,HINDPETRO,2393,2.5,1,367.7,372.4,360.7,377.45,382.45,0
13,19-11-2024,HINDUNILVR,4552,10,2,2392.1,2411,2409.4,2430.25,2450.55,0
14,19-11-2024,ICICIBANK,8925,5,2,1243.35,1252.55,1244,1262.55,1271.8,0
15,19-11-2024,ICICIGI,1003,10,5,1806.55,1827.1,1831.05,1846.65,1865.65,0
16,19-11-2024,ICICIPRULI,1050,5,3,673.75,684.85,682.95,694.4,703.75,0
17,19-11-2024,IDEA,1830,0.5,1,6.06,6.66,7.1,7.41,8.01,0
18,19-11-2024,IDFCFIRSTB,2568,0.5,2,64.55,65.55,64.48,65.55,66.55,0
19,19-11-2024,IEX,1288,1.25,2,161.19,163.54,161.8,165.89,168.24,0
20,19-11-2024,IGL,14769,5,1,306.05,314.9,319.2,324.95,334.8,0
21,19-11-2024,INDHOTEL,3202,5,0,726.75,736.2,751.5,746.2,755.55,3
22,19-11-2024,INDIAMART,1419,25,5,2202.7,2228.6,2253,2278.9,2316,1
23,19-11-2024,INDIGO,9223,25,0,3978.5,4028.55,4040,4074.85,4123.45,2
24,19-11-2024,INDUSINDBK,4428,10,2,972,991,1002.05,1009.05,1026.6,0
25,19-11-2024,INDUSTOWER,3400,5,0,316.1,326.05,326.65,334.35,343.35,0
26,19-11-2024,INFY,18102,10,0,1814.55,1832.25,1822.5,1850.7,1869.1,1
27,19-11-2024,IOC,3478,1.25,3,133.85,136.15,133.01,138.45,140.8,0
28,19-11-2024,IPCALAB,2221,10,0,1532.8,1550.95,1570,1570.8,1590,1
29,19-11-2024,IRCTC,2597,5,3,796.2,805,797.9,814.7,823.7,0
30,19-11-2024,ITC,3987,2.5,1,463.1,468,466.6,472.9,477.45,0
31,19-11-2024,JINDALSTEL,2874,5,1,865.65,875.6,863,885.85,894.95,0
32,19-11-2024,JKCEMENT,1356,25,2,3916,3928.2,3949.95,3983.15,4046.3,1
33,19-11-2024,JSWSTEEL,2411,5,0,934.7,944.15,945.75,953.95,963.6,0
34,19-11-2024,JUBLFOOD,1614,5,0,595,604.4,610.75,613.4,622.8,0
35,19-11-2024,KOTAKBANK,6296,10,3,1690.65,1709.45,1722.5,1727.95,1746.3,0
36,19-11-2024,LALPATHLAB,1792,25,3,2935.25,2977.65,3034,3022.05,3097.05,1
37,19-11-2024,LAURUSLABS,1059,5,2,476.4,485.95,485.9,485.95,495.2,1
38,19-11-2024,LICHSGFIN,1056,5,3,606.85,615.45,613.7,624.6,633.45,0
39,19-11-2024,LT,5721,25,1,3480.65,3529.65,3511.2,3576.4,3619.3,1
40,19-11-2024,LTF,1129,1.25,0,136.43,138.68,138.98,141.08,143.33,0
41,19-11-2024,LTIM,2912,25,1,5827.05,5876.8,5880,5926.8,6015.3,0
42,19-11-2024,LTTS,1798,25,1,5017.15,5079.25,5125.95,5130.55,5182.3,0
43,19-11-2024,LUPIN,1991,10,3,1993.8,2010.95,2029.55,2031.9,2050.6,0
44,19-11-2024,M&M,18014,25,0,2829.2,2878.85,2936.55,2924.45,2972.65,2
45,19-11-2024,M&MFIN,721,2.5,0,253.8,258.65,260.15,263.15,269.8,0
46,19-11-2024,MANAPPURAM,903,1.25,0,151.58,154.03,153.89,156.38,158.88,0
47,19-11-2024,MARICO,1524,5,3,584.25,593.8,590.7,603.4,615.45,0
48,19-11-2024,MARUTI,11554,50,1,11028.65,11128.35,10958.2,11221.1,11314,0
49,19-11-2024,MCX,4342,50,0,5833.55,5930.75,6046.65,6026.8,6107.7,0
50,19-11-2024,METROPOLIS,2236,10,3,2010.1,2030.3,2012.9,2049.2,2082.45,0
51,19-11-2024,MFSL,943,10,0,1206.5,1228.3,1188,1248.1,1267.55,3
52,19-11-2024,MGL,10105,10,5,1087.65,1106.8,1125.9,1127.05,1147.2,0
53,19-11-2024,MOTHERSON,2268,1.25,1,163.9,166,164.5,168.8,171,0
54,19-11-2024,MPHASIS,2088,25,2,2680.8,2728.65,2784,2778.95,2826.05,1
55,19-11-2024,MRF,1874,250,1,120965.5,121522,121593.4,121887.4,null,0
56,19-11-2024,MUTHOOTFIN,6094,10,0,1851.9,1870.3,1891.8,1889.8,1909.2,0
57,19-11-2024,NATIONALUM,10119,1.25,0,237.59,239.89,239.38,242.44,244.84,0
58,19-11-2024,NAUKRI,2733,50,4,7456.2,7559.95,7634.95,7652.5,7749.45,0
59,19-11-2024,NAVINFLUOR,728,25,2,3249.25,3278.15,3330,3325.1,3372.95,2
60,19-11-2024,NESTLEIND,2234,10,2,2190.5,2209.55,2206,2230.6,2249.85,0
61,19-11-2024,NMDC,1834,2.5,5,217.83,222.58,220.34,227.33,232.13,1
62,19-11-2024,NTPC,22716,2.5,3,368.2,373,367.1,377.65,382.25,0
63,19-11-2024,OBEROIRLTY,1947,10,3,1901.6,1921.9,1928,1941.6,1960.5,0
64,19-11-2024,OFSS,2790,125,3,10947.1,11167.85,11114,11399.7,11624,3
65,19-11-2024,ONGC,17336,2.5,3,247.4,251.9,248.05,256.2,260.7,5
66,19-11-2024,PAGEIND,3061,250,3,44275.7,44745.9,44418.95,45153.6,45649.15,1
67,19-11-2024,PEL,2104,10,5,1028.35,1048,1058.4,1067,1083.75,2
68,19-11-2024,PERSISTENT,2084,50,0,5566.35,5657.3,5701,5752.95,5852.35,4
69,19-11-2024,PETRONET,4558,1.5,4,312.05,314.35,312.15,316.8,319.35,0
70,19-11-2024,PFC,17142,5,2,458.9,468.3,469,477.45,486.55,0
71,19-11-2024,PIDILITIND,1331,10,7,2964.8,2975.9,3000,3004.85,3030.6,0
72,19-11-2024,PIIND,3629,25,3,4070.75,4120.95,4122,4169.1,4217.2,0
73,19-11-2024,PNB,2059,0.5,1,101.37,102.32,100.6,102.32,103.37,0
74,19-11-2024,POLYCAB,4232,50,1,6357.25,6449.4,6532,6539.9,6693.9,0
75,19-11-2024,POWERGRID,2360,2.5,1,308.1,312.8,314.2,317.35,322,0
76,19-11-2024,PVRINOX,3747,10,3,1448.95,1468.55,1475,1488.85,1506.8,0
77,19-11-2024,RAMCOCEM,779,5,0,897.75,907,901.2,918.45,936.8,2
78,19-11-2024,RBLBANK,2367,1.25,1,156.5,158.85,155.35,161.1,163.75,0
79,19-11-2024,RECLTD,14805,5,2,495.45,505.2,515,514.05,523.35,0
80,19-11-2024,RELIANCE,31483,5,0,1261.9,1271.35,1237.4,1280.8,1290.5,0
81,19-11-2024,SAIL,2354,1.25,4,111.4,113.6,111.45,116,118.95,0
82,19-11-2024,SBICARD,3221,2.5,2,669.35,674.1,681.6,679.15,683.6,0
83,19-11-2024,SBILIFE,2718,10,5,1531.15,1550.75,1517,1570.05,1588.8,0
84,19-11-2024,SBIN,13561,5,1,804.45,813.9,802.4,823.1,832.4,0
85,19-11-2024,SHREECEM,2180,125,3,24029.35,24093.3,24101,24566.45,24760.6,4
86,19-11-2024,SHRIRAMFIN,3245,25,3,2773.35,2820.4,2809,2868.35,2915.2,0
87,19-11-2024,SIEMENS,2890,50,3,6552.95,6648.75,6641.45,6739,6840.45,0
88,19-11-2024,SRF,2057,10,3,2168.45,2185.2,2195.05,2205.05,2226.2,0
89,19-11-2024,SUNPHARMA,5618,10,2,1708.45,1727.65,1774,1746.55,1765.75,0
90,19-11-2024,SUNTV,1593,5,3,725,734,743,743.95,753.4,2
91,19-11-2024,SYNGENE,1778,5,4,825.7,840.3,847.4,848.65,854.55,0
92,19-11-2024,TATACHEM,1988,10,3,1051.3,1069.8,1064.75,1087.85,1108.85,0
93,19-11-2024,TATACOMM,2096,10,4,1706.8,1726.25,1730.6,1745.55,1765.65,0
94,19-11-2024,TATACONSUM,3470,5,4,924.5,933.9,917.65,943.75,952.85,0
95,19-11-2024,TATAMOTORS,38218,5,1,775.45,784.95,781.95,794.35,803.55,0
96,19-11-2024,TATAPOWER,9050,2.5,0,402.45,407.45,407.2,412.2,416.8,0
97,19-11-2024,TATASTEEL,7011,1.25,2,138.82,141.12,139.58,143.47,145.82,0
98,19-11-2024,TCS,17714,25,0,3984.3,4031.9,4042,4079.1,4124,1
99,19-11-2024,TECHM,2281,10,0,1655.4,1674.7,1692.05,1693.7,1712.9,1
100,19-11-2024,TITAN,3409,25,4,3125.6,3173.7,3220,3220.5,3267.5,0
101,19-11-2024,TORNTPHARM,921,25,4,3014.6,3078.6,3087.85,3124.2,3170.55,1
102,19-11-2024,TRENT,23666,50,2,6438.85,6534.4,6393,6634.6,6731.85,0
103,19-11-2024,TVSMOTOR,1266,25,3,2378.15,2425.2,2421,2474.5,2528.4,0
104,19-11-2024,UBL,1623,10,1,1870.45,1879.75,1860,1897.65,1929.45,2
105,19-11-2024,ULTRACEMCO,4602,50,2,10623.05,10720,10741,10808.05,10908.2,0
106,19-11-2024,UNITDSPR,1251,10,2,1452.1,1471.3,1487.4,1490.3,1509.5,2
107,19-11-2024,UPL,5325,5,1,515.9,525.4,545.5,534.9,544.25,0
108,19-11-2024,VEDL,4226,5,2,436.65,445.55,442,454.75,463.85,1
109,19-11-2024,VOLTAS,2920,10,0,1694.05,1713.1,1680,1732.2,1751.55,0
110,19-11-2024,WIPRO,5960,2.5,0,553.2,557.9,561,562.85,567.85,0
111,19-11-2024,ZYDUSLIFE,1892,10,1,904.75,930.2,947.95,947.8,967.35,0
112,19-11-2024,AARTIIND,593,5,1,423.15,427.65,431.15,440.4,446.8,0
113,19-11-2024,ABB,3927,50,5,6535.65,6634.15,6705,6728,6820.85,0
114,19-11-2024,ABBOTINDIA,1040,125,2,27106.8,27226.7,27111,27493.9,27637.35,1
115,19-11-2024,ABCAPITAL,1385,1.25,4,183.5,185.85,183.99,188.2,190.6,0
116,19-11-2024,ABFRL,522,2.5,0,287.25,292.85,288.3,296.2,300.6,0
117,19-11-2024,ACC,1541,10,5,2170.65,2189.9,2184.8,2209.4,2227.65,0
118,19-11-2024,ADANIENT,4605,10,2,2829.85,2849.5,2817,2867.4,2905.8,0
119,19-11-2024,ADANIPORTS,5977,10,3,1272.15,1290.05,1287.2,1308.45,1326.8,0
120,19-11-2024,ALKEM,1402,50,0,5359.7,5460.7,5531.55,5551.75,5641.4,0
121,19-11-2024,AMBUJACEM,945,5,4,537.8,547.1,552.4,556.2,564.85,0
122,19-11-2024,APOLLOHOSP,4864,25,6,6666.2,6713.35,6693.6,6761.75,6811.4,0
123,19-11-2024,APOLLOTYRE,1407,5,1,459.7,469.5,485.55,478.7,488.3,2
124,19-11-2024,ASHOKLEY,3689,1.25,0,214.1,216.2,221,218.7,221.05,0
125,19-11-2024,ASIANPAINT,7231,10,1,2448.8,2467.8,2483.55,2487.35,2506.6,0
126,19-11-2024,ASTRAL,1200,10,5,1689.4,1708.4,1717.85,1727.4,1746.05,0
127,19-11-2024,ATUL,402,50,2,7086.55,7215,7262,7303.95,7356.55,1
128,19-11-2024,AUBANK,1545,5,1,566.7,576.15,587.45,585.3,594.7,0
129,19-11-2024,AUROPHARMA,1150,10,2,1211.85,1230.75,1246,1249.25,1268.15,0
130,19-11-2024,AXISBANK,7337,5,2,1113,1123,1133.45,1132.75,1141.95,0
131,19-11-2024,BAJAJ-AUTO,6622,50,2,9427.95,9524.1,9512.05,9619.05,9711.95,0
132,19-11-2024,BAJAJFINSV,4005,10,3,,,1594,,,0
133,19-11-2024,BAJFINANCE,4469,50,3,6455.8,6554.2,6580,6645.95,6739.6,0
134,19-11-2024,BALKRISIND,2266,25,4,2674.85,2739.1,2763,2781.3,2831.05,2
135,19-11-2024,BANDHANBNK,1547,1.25,1,165.8,168.1,167.45,170.6,172.9,0
136,19-11-2024,BANKBARODA,3569,1.25,0,238.5,241,236.4,243.3,245.75,0
137,19-11-2024,BATAINDIA,2214,5,3,1281.6,1289.15,1280.2,1298.8,1310.6,0
138,19-11-2024,BEL,3906,2.5,1,273.15,277.85,277.5,282.45,287.2,0
139,19-11-2024,BERGEPAINT,1467,2.5,3,471.55,478.3,475,481.25,487.85,0
140,19-11-2024,BHARATFORG,3631,10,2,1288.35,1308.05,1319.25,1327,1344.15,0
141,19-11-2024,BHARTIARTL,6037,10,2,1527.8,1546.6,1524.3,1564.6,1583.45,0
142,19-11-2024,BHEL,2911,2.5,4,217.93,222.83,225,227.58,232.03,0
143,19-11-2024,BIOCON,1201,2.5,1,318.1,322.6,326.3,327.65,332.05,0
144,19-11-2024,BOSCHLTD,1807,250,0,33692.5,34172.8,34150,34632.6,35100.8,2
145,19-11-2024,BPCL,7407,2.5,1,287.35,292.35,287.3,297.05,301.8,0
146,19-11-2024,BRITANNIA,8884,25,3,4868.9,4915.8,4887,4964.1,5011.05,0
147,19-11-2024,BSOFT,1295,5,1,537.65,546.7,551,556.3,566.6,0
148,19-11-2024,CANBK,3699,0.5,0,97.65,98.55,97.34,99.55,100.55,0
149,19-11-2024,CANFINHOME,1299,5,4,815.9,825.3,829,835.95,846.35,1
150,19-11-2024,CHAMBLFERT,971,5,3,456.6,465.45,462.75,474.8,486.55,0
151,19-11-2024,CHOLAFIN,1343,10,2,1211.15,1230.85,1225.85,1249.75,1267.8,0
152,19-11-2024,CIPLA,3598,10,1,1431.35,1449.5,1470,1467.5,1486,0
153,19-11-2024,COALINDIA,9032,2.125,0,416.75,418.95,412.65,421.65,423.5,0
154,19-11-2024,COFORGE,3738,50,0,7871.15,7968.95,8096.9,8057.25,8149.85,3
155,19-11-2024,COLPAL,1998,25,2,2722.25,2769.6,2720.25,2818.8,2867.2,1
156,19-11-2024,CONCOR,2513,5,1,785.75,795,782.35,804.45,814.15,0
157,19-11-2024,COROMANDEL,1580,10,0,1704.6,1716.05,1760.05,1739.2,1758.8,1
158,19-11-2024,CROMPTON,2299,2.5,1,371.7,376.6,389.95,381.3,386.45,0
159,19-11-2024,CUB,1488,1.25,2,169.05,171.5,170.23,173.75,177.1,0
160,19-11-2024,CUMMINSIND,2009,25,3,3322.05,3368.6,3292,3415.45,3467.7,0
161,19-11-2024,DABUR,1533,2.5,1,506.4,511.2,507.6,516.05,523.7,0
162,19-11-2024,DALBHARAT,1049,10,4,1689.4,1708.5,1737.15,1729.65,1765.9,0
163,19-11-2024,DEEPAKNTR,2093,25,2,2546.45,2592.6,2655.8,2640.3,2684.55,1
164,19-11-2024,DIVISLAB,3379,25,0,5738.25,5781.3,5886.7,5833.1,5881.05,1
165,19-11-2024,DIXON,7799,125,0,14641.85,14877.25,14775.25,15109.75,15350.65,3
166,19-11-2024,DLF,4953,5,2,753.8,763.4,761,772.95,782.15,0
167,19-11-2024,DRREDDY,4297,5,2,1184.6,1195.1,1213.4,1204.4,1213.8,0
168,19-11-2024,EICHERMOT,5782,25,0,4828.4,4876.05,4953,4923.2,4969.6,2
169,19-11-2024,ESCORTS,1465,25,5,3382.8,3445.4,3472.45,3487.25,3522.85,0
170,19-11-2024,EXIDEIND,4489,5,1,405.35,414.75,419,423.75,432.7,0
171,19-11-2024,FEDERALBNK,4813,1.25,0,201.24,203.69,205.8,205.99,208.34,0
172,19-11-2024,GAIL,2828,1.25,2,183.83,186.18,186.01,188.58,190.93,0
173,19-11-2024,GLENMARK,4450,10,3,1447.2,1469.15,1491.3,1488.65,1508.85,0
174,19-11-2024,GMRINFRA,4269,0.5,2,78.55,79.45,80.15,80.55,81.5,0
175,19-11-2024,GNFC,862,5,3,544.8,555.45,562.05,571.05,579.6,0
176,19-11-2024,GODREJCP,803,10,2,1151.4,1170.65,1187.7,1189.15,1207.7,0
177,19-11-2024,GODREJPROP,3199,25,2,2631.25,2677.9,2667.45,2725.65,2769.45,0
0,18-11-2024,AARTIIND,842,5,1,421.65,431.6,430.5,437.45,443.7,0
1,18-11-2024,ABB,2131,50,4,6556,6642.45,6625,6744.7,6833.7,0
2,18-11-2024,ABBOTINDIA,789,125,3,25724.8,null,27250.05,null,27326.2,1
3,18-11-2024,ABCAPITAL,1113,1.25,4,183.3,185.35,185.84,188.1,190.55,0
4,18-11-2024,ABFRL,553,2.5,0,287.4,287.95,290.45,295.6,296.4,0
5,18-11-2024,ACC,1697,10,7,2134.5,2168.05,2193.2,2187.55,2206.15,0
6,18-11-2024,ADANIENT,4333,10,2,2789.95,2811.85,2820,2831.1,2846.15,0
7,18-11-2024,ADANIPORTS,5443,10,3,1250.4,1269.05,1279.2,1287.3,1305.9,0
8,18-11-2024,ALKEM,2076,50,0,5469.7,5569.4,5499.55,5659.65,5801.4,0
9,18-11-2024,AMBUJACEM,1471,5,4,524.55,535.35,550.1,544.2,552.35,0
10,18-11-2024,APOLLOHOSP,4250,25,5,6707.2,6760,6747,6808.75,6856.4,0
11,18-11-2024,APOLLOTYRE,4163,5,1,456.95,465.95,471.95,475.65,485.6,2
12,18-11-2024,ASHOKLEY,2594,1.25,0,213.59,215.89,219.11,218.49,220.79,0
13,18-11-2024,ASIANPAINT,11767,10,1,2474.35,2492.55,2482,2511.9,2531.45,0
14,18-11-2024,ASTRAL,1530,10,4,1682.3,1704.45,1713.15,1724.25,1741.4,0
15,18-11-2024,ATUL,515,50,3,7078.75,7223.85,7214.6,7290.6,7416.25,1
16,18-11-2024,AUBANK,2123,5,1,564.65,573.95,578.3,583.4,593.45,0
17,18-11-2024,AUROPHARMA,1737,10,2,1232.05,1250.8,1237.35,1269.5,1289.15,0
18,18-11-2024,AXISBANK,9441,5,2,1113.4,1123.35,1125.45,1133.2,1142.6,0
19,18-11-2024,BAJAJ-AUTO,5583,50,2,9331.75,9418.95,9516.05,9517.9,9611.45,0
20,18-11-2024,BAJAJFINSV,2252,10,4,1608.05,1627.2,1619.7,1647.3,1665.95,0
21,18-11-2024,BAJFINANCE,7323,50,2,6454.3,6550.75,6565.05,6646.95,6741.6,0
22,18-11-2024,BALKRISIND,2219,25,4,2670.05,2721.2,2746.2,2769.7,2823.95,1
23,18-11-2024,BANDHANBNK,1561,1.25,1,160.89,163.54,166.99,165.94,168.14,0
24,18-11-2024,BANKBARODA,3858,1.25,1,236.15,238.65,241.85,241.1,243.5,0
25,18-11-2024,BATAINDIA,2701,5,3,1264.05,1250.85,1287,1294.7,1296,0
26,18-11-2024,BEL,4909,2.5,1,277.85,282.6,278.2,287.2,291.95,0
27,18-11-2024,BERGEPAINT,1034,2.5,2,475.55,481.05,479,486.05,490.9,0
28,18-11-2024,BHARATFORG,5643,10,2,1271.7,1291.4,1307.8,1310.95,1329.55,0
29,18-11-2024,BHARTIARTL,6114,10,2,1511.75,1531.6,1542.2,1551.25,1569.45,0
30,18-11-2024,BHEL,2479,2.5,4,217.39,222.54,222.34,227.09,231.04,0
31,18-11-2024,BIOCON,1551,2.5,1,322,326.35,325.35,331.55,335.75,0
32,18-11-2024,BOSCHLTD,3107,250,1,33278.05,33719.85,33970,34205.05,null,1
33,18-11-2024,BPCL,4509,2.5,1,293,297.75,290.4,302.45,307.45,0
34,18-11-2024,BRITANNIA,15713,25,2,4769.45,4817.95,4915,4864.85,4912.25,0
35,18-11-2024,BSOFT,1549,5,1,536.05,545.5,548,545.5,555.15,0
36,18-11-2024,CANBK,3359,0.5,2,95.35,96.4,98.1,97.5,98.4,0
37,18-11-2024,CANFINHOME,1386,5,5,793.9,806.45,829.95,823.35,833.6,0
38,18-11-2024,CHAMBLFERT,998,5,3,445.95,460.8,463.75,470.55,478.95,0
39,18-11-2024,CHOLAFIN,1698,10,2,1192.6,1210.75,1240,1234.45,1249.55,0
40,18-11-2024,CIPLA,3846,10,1,1469.8,1489.35,1464,1508.4,1526.7,0
41,18-11-2024,COALINDIA,10615,0.375,0,413.8,416.35,413.25,418.9,421,0
42,18-11-2024,COFORGE,6167,50,0,7761.25,7862.55,8031,7956.75,8050.3,3
43,18-11-2024,COLPAL,2450,25,2,2675.55,2721.7,2758,2770.2,2817.65,0
44,18-11-2024,CONCOR,1470,5,3,773.4,784,786.65,792.15,802.65,0
45,18-11-2024,COROMANDEL,1044,10,1,1663.85,1682.05,1721.35,1708.6,1720.3,1
46,18-11-2024,CROMPTON,7812,2.5,0,380.45,384.8,384,390.1,394.35,0
47,18-11-2024,CUB,883,1.25,2,164.6,168.4,171.89,170.7,173.1,0
