datetime,open,high,low,close,volume
2024-10-18 11:06:00,7786.0,7789.1,7782.55,7789.1,59
2024-10-18 11:07:00,7789.75,7791.1,7789.75,7791.1,7
2024-10-18 11:08:00,7790.4,7794.2,7789.95,7794.2,54
2024-10-18 11:09:00,7799.4,7799.4,7799.15,7799.15,2
2024-10-18 11:10:00,7799.05,7804.9,7792.45,7800.05,91
2024-10-18 11:11:00,7800.0,7809.95,7800.0,7800.0,246
2024-10-18 11:12:00,7800.0,7800.0,7799.15,7799.15,3
2024-10-18 11:13:00,7798.0,7800.4,7797.8,7800.0,44
2024-10-18 11:14:00,7798.45,7800.0,7790.5,7790.5,131
2024-10-18 11:15:00,7793.9,7796.85,7792.3,7792.3,3
2024-10-18 11:16:00,7795.95,7796.75,7791.85,7791.85,106
2024-10-18 11:17:00,7791.55,7795.55,7791.55,7795.55,6
2024-10-18 11:18:00,7795.55,7797.0,7790.05,7791.05,214
2024-10-18 11:19:00,7788.25,7788.25,7780.4,7780.4,13
2024-10-18 11:20:00,7776.0,7776.8,7769.7,7776.8,136
2024-10-18 11:21:00,7777.4,7777.45,7777.4,7777.45,4
2024-10-18 11:22:00,7781.7,7781.75,7781.7,7781.75,32
2024-10-18 11:23:00,7781.8,7791.95,7781.8,7790.05,16
2024-10-18 11:24:00,7789.6,7794.0,7789.6,7792.8,1
2024-10-18 11:25:00,7786.7,7786.7,7786.7,7786.7,15
2024-10-18 11:26:00,7791.6,7795.1,7790.0,7790.0,27
2024-10-18 11:27:00,7793.95,7793.95,7793.95,7793.95,2
2024-10-18 11:28:00,7793.95,7793.95,7793.95,7793.95,2
2024-10-18 11:29:00,7797.95,7798.0,7786.05,7789.95,232
2024-10-18 11:30:00,7783.05,7789.15,7782.7,7784.55,12
2024-10-18 11:31:00,7790.9,7792.75,7786.25,7792.75,6
2024-10-18 11:32:00,7787.25,7789.55,7776.1,7776.1,81
2024-10-18 11:33:00,7779.7,7779.75,7762.05,7766.5,52
2024-10-18 11:34:00,7767.05,7767.45,7757.75,7764.0,525
2024-10-18 11:35:00,7767.45,7772.45,7766.05,7772.15,87
2024-10-18 11:36:00,7763.3,7765.9,7755.3,7761.95,35
2024-10-18 11:37:00,7755.7,7761.9,7748.25,7760.9,216
2024-10-18 11:38:00,7765.7,7765.75,7765.7,7765.7,6
2024-10-18 11:39:00,7760.75,7768.85,7759.2,7768.85,25
2024-10-18 11:40:00,7761.05,7765.0,7756.45,7759.2,16
2024-10-18 11:41:00,7760.15,7767.4,7760.15,7760.6,7
2024-10-18 11:42:00,7762.45,7763.7,7752.55,7763.7,153
2024-10-18 11:43:00,7768.95,7769.4,7760.55,7760.55,94
2024-10-18 11:44:00,7770.0,7770.0,7769.45,7769.45,9
2024-10-18 11:47:00,7774.4,7787.45,7772.0,7787.45,182
2024-10-18 11:48:00,7787.4,7804.95,7787.4,7800.0,223
2024-10-18 11:49:00,7799.85,7799.85,7793.35,7793.35,7
2024-10-18 11:50:00,7798.95,7807.45,7792.05,7792.05,495
2024-10-18 11:51:00,7784.05,7784.15,7784.05,7784.15,42
2024-10-18 11:53:00,7780.05,7780.05,7778.05,7778.4,11
2024-10-18 11:54:00,7782.7,7784.5,7782.7,7783.45,5
2024-10-18 11:56:00,7778.1,7778.1,7778.1,7778.1,3
2024-10-18 11:58:00,7778.05,7778.05,7769.6,7769.6,27
2024-10-18 11:59:00,7769.6,7791.5,7769.6,7791.5,79
2024-10-18 12:00:00,7791.15,7791.35,7784.9,7784.9,12
2024-10-18 12:01:00,7777.55,7785.0,7777.55,7780.1,12
2024-10-18 12:02:00,7782.5,7782.5,7782.15,7782.15,10
2024-10-18 12:04:00,7784.8,7789.95,7784.8,7789.95,11
2024-10-18 12:06:00,7795.8,7803.35,7795.8,7796.05,133
2024-10-18 12:07:00,7796.25,7799.3,7792.5,7799.3,57
2024-10-18 12:08:00,7800.0,7800.0,7794.35,7796.15,12
2024-10-18 12:09:00,7792.55,7792.55,7788.4,7788.4,3
2024-10-18 12:11:00,7786.35,7786.35,7784.65,7784.65,21
2024-10-18 12:12:00,7791.65,7791.65,7791.65,7791.65,1
2024-10-18 12:13:00,7788.6,7788.6,7786.05,7786.05,13
2024-10-18 12:14:00,7791.05,7791.05,7791.05,7791.05,1
2024-10-18 12:15:00,7782.25,7791.05,7782.25,7791.05,95
2024-10-18 12:16:00,7794.05,7794.05,7794.0,7794.0,54
2024-10-18 12:17:00,7794.05,7805.7,7794.05,7800.0,104
2024-10-18 12:18:00,7800.0,7806.05,7800.0,7800.0,108
2024-10-18 12:19:00,7798.95,7799.65,7796.05,7799.65,14
2024-10-18 12:20:00,7799.95,7800.0,7796.3,7796.3,9
2024-10-18 12:21:00,7796.35,7797.35,7794.8,7797.35,12
2024-10-18 12:22:00,7792.15,7792.15,7790.0,7790.05,52
2024-10-18 12:23:00,7790.15,7790.35,7787.55,7787.55,30
2024-10-18 12:24:00,7789.55,7789.55,7781.3,7781.3,42
2024-10-18 12:25:00,7781.45,7781.45,7781.2,7781.45,11
2024-10-18 12:26:00,7781.55,7781.55,7781.45,7781.45,3
2024-10-18 12:27:00,7784.6,7790.0,7784.6,7789.7,113
2024-10-18 12:28:00,7790.0,7790.0,7790.0,7790.0,1
2024-10-18 12:29:00,7790.0,7790.05,7787.55,7789.8,329
2024-10-18 12:30:00,7789.75,7789.75,7789.75,7789.75,3
2024-10-18 12:31:00,7786.35,7786.35,7784.05,7784.05,1
2024-10-18 12:32:00,7783.85,7788.7,7783.8,7783.8,13
2024-10-18 12:33:00,7785.75,7787.4,7785.7,7787.25,8
2024-10-18 12:34:00,7786.45,7786.45,7785.4,7786.35,8
2024-10-18 12:35:00,7785.6,7787.2,7784.8,7787.2,8
2024-10-18 12:36:00,7789.3,7789.3,7783.3,7783.3,9
2024-10-18 12:37:00,7788.65,7789.35,7788.65,7789.35,7
2024-10-18 12:38:00,7789.35,7789.35,7788.65,7788.65,42
2024-10-18 12:39:00,7789.3,7789.3,7788.95,7789.3,8
2024-10-18 12:40:00,7789.05,7789.35,7784.85,7784.85,17
2024-10-18 12:41:00,7783.8,7786.75,7780.75,7784.3,9
2024-10-18 12:42:00,7784.25,7787.6,7784.25,7787.6,7
2024-10-18 12:43:00,7787.65,7787.95,7787.2,7787.95,7
2024-10-18 12:44:00,7787.95,7787.95,7787.95,7787.95,8
2024-10-18 12:45:00,7787.6,7788.4,7783.5,7788.15,110
2024-10-18 12:46:00,7787.4,7787.95,7782.6,7784.4,16
2024-10-18 12:47:00,7784.4,7784.65,7771.55,7771.9,111
2024-10-18 12:48:00,7775.0,7777.65,7775.0,7777.65,20
2024-10-18 12:49:00,7773.55,7779.95,7773.55,7779.95,39
2024-10-18 12:50:00,7781.95,7785.95,7781.95,7785.95,20
2024-10-18 12:51:00,7785.95,7787.95,7785.2,7785.2,8
2024-10-18 12:52:00,7785.0,7785.0,7779.25,7779.25,8
2024-10-18 12:53:00,7783.5,7785.7,7783.5,7785.7,9
2024-10-18 12:54:00,7785.75,7785.95,7772.5,7776.8,117
2024-10-18 12:55:00,7775.3,7781.95,7775.3,7781.95,23
2024-10-18 12:56:00,7781.95,7789.15,7778.05,7788.3,120
2024-10-18 12:57:00,7788.35,7789.75,7783.1,7788.95,15
2024-10-18 12:58:00,7788.95,7788.95,7772.1,7779.85,16
2024-10-18 12:59:00,7779.2,7781.95,7779.2,7781.95,10
2024-10-18 13:00:00,7781.9,7781.9,7774.05,7776.85,16
2024-10-18 13:01:00,7776.9,7777.0,7776.45,7776.45,8
2024-10-18 13:02:00,7772.45,7775.95,7771.5,7775.95,13
2024-10-18 13:03:00,7775.9,7775.95,7762.1,7769.55,39
2024-10-18 13:04:00,7765.4,7771.95,7765.05,7770.4,15
2024-10-18 13:05:00,7770.4,7770.4,7760.25,7760.25,23
2024-10-18 13:06:00,7766.7,7775.5,7766.7,7775.5,23
2024-10-18 13:07:00,7775.7,7775.8,7766.2,7775.8,51
2024-10-18 13:08:00,7775.85,7775.95,7769.3,7773.55,23
2024-10-18 13:09:00,7773.7,7773.75,7772.95,7772.95,10
2024-10-18 13:10:00,7773.0,7774.85,7771.75,7774.85,18
2024-10-18 13:11:00,7774.95,7775.2,7774.95,7775.2,8
2024-10-18 13:12:00,7775.95,7775.95,7775.2,7775.9,9
2024-10-18 13:13:00,7775.6,7775.95,7775.6,7775.95,7
2024-10-18 13:14:00,7775.95,7775.95,7761.85,7767.9,18
2024-10-18 13:15:00,7767.95,7769.9,7767.95,7769.9,7
2024-10-18 13:16:00,7769.9,7769.9,7766.05,7769.6,8
2024-10-18 13:17:00,7769.75,7769.9,7769.75,7769.9,8
2024-10-18 13:18:00,7768.8,7768.8,7762.9,7768.65,20
2024-10-18 13:19:00,7769.9,7774.85,7766.45,7773.75,14
2024-10-18 13:20:00,7773.75,7773.95,7767.95,7772.05,15
2024-10-18 13:21:00,7775.85,7777.45,7775.85,7777.45,19
2024-10-18 13:22:00,7777.2,7777.95,7772.75,7772.75,10
2024-10-18 13:23:00,7774.7,7777.6,7774.0,7776.6,88
2024-10-18 13:24:00,7777.1,7777.95,7777.05,7777.95,8
2024-10-18 13:25:00,7779.95,7793.95,7779.9,7793.95,162
2024-10-18 13:26:00,7797.95,7801.95,7788.1,7790.4,94
2024-10-18 13:27:00,7796.6,7801.15,7795.1,7795.1,16
2024-10-18 13:28:00,7798.75,7799.35,7793.4,7799.35,14
2024-10-18 13:29:00,7799.35,7800.0,7793.5,7799.6,39
2024-10-18 13:30:00,7797.3,7800.1,7797.3,7799.95,131
2024-10-18 13:31:00,7798.0,7798.0,7794.1,7797.95,23
2024-10-18 13:32:00,7797.95,7801.95,7797.95,7800.05,206
2024-10-18 13:33:00,7800.0,7803.0,7790.0,7790.0,238
2024-10-18 13:34:00,7790.0,7793.35,7790.0,7790.0,147
2024-10-18 13:35:00,7790.0,7792.65,7789.95,7790.25,212
2024-10-18 13:36:00,7789.25,7794.7,7789.25,7790.0,117
2024-10-18 13:37:00,7790.0,7792.75,7790.0,7790.0,19
2024-10-18 13:38:00,7790.0,7794.45,7782.7,7789.85,64
2024-10-18 13:39:00,7789.95,7789.95,7785.9,7786.2,14
2024-10-18 13:40:00,7786.5,7788.7,7777.8,7787.75,164
2024-10-18 13:41:00,7787.3,7788.7,7783.45,7788.7,16
2024-10-18 13:42:00,7789.95,7791.2,7789.95,7790.0,22
2024-10-18 13:43:00,7790.0,7793.0,7790.0,7790.0,23
2024-10-18 13:44:00,7790.0,7790.1,7790.0,7790.0,9
2024-10-18 13:45:00,7789.95,7790.0,7789.95,7790.0,11
2024-10-18 13:46:00,7790.0,7793.0,7788.1,7788.1,41
2024-10-18 13:47:00,7790.0,7790.25,7790.0,7790.0,13
2024-10-18 13:48:00,7790.0,7790.1,7783.45,7789.2,13
2024-10-18 13:49:00,7789.05,7789.2,7784.05,7789.2,12
2024-10-18 13:50:00,7789.4,7790.0,7784.4,7790.0,67
2024-10-18 13:51:00,7790.0,7791.8,7790.0,7790.0,14
2024-10-18 13:52:00,7790.0,7792.6,7787.2,7790.0,16
2024-10-18 13:53:00,7790.0,7791.85,7785.1,7788.75,26
2024-10-18 13:54:00,7788.0,7790.0,7784.35,7790.0,28
2024-10-18 13:55:00,7790.0,7790.0,7789.3,7789.95,12
2024-10-18 13:56:00,7790.0,7792.6,7789.95,7790.0,27
2024-10-18 13:57:00,7790.0,7791.75,7787.15,7789.95,15
2024-10-18 13:58:00,7790.0,7791.6,7788.1,7788.1,18
2024-10-18 13:59:00,7788.1,7792.6,7788.0,7789.95,23
2024-10-18 14:00:00,7790.0,7791.95,7789.95,7791.95,14
2024-10-18 14:01:00,7786.2,7786.2,7782.05,7784.65,23
2024-10-18 14:02:00,7785.0,7787.7,7780.5,7786.0,42
2024-10-18 14:03:00,7788.65,7791.25,7782.1,7790.0,54
2024-10-18 14:04:00,7790.0,7793.0,7781.5,7790.0,128
2024-10-18 14:05:00,7789.95,7793.6,7789.95,7790.0,141
2024-10-18 14:06:00,7790.0,7792.45,7788.05,7789.9,14
2024-10-18 14:07:00,7789.85,7790.0,7789.85,7790.0,7
2024-10-18 14:08:00,7790.0,7792.95,7786.65,7790.0,31
2024-10-18 14:09:00,7790.0,7792.4,7789.95,7789.95,8
2024-10-18 14:10:00,7789.95,7797.9,7789.95,7792.0,326
2024-10-18 14:11:00,7790.0,7800.75,7790.0,7790.0,1310
2024-10-18 14:12:00,7790.1,7794.35,7790.0,7790.05,129
2024-10-18 14:13:00,7790.1,7790.1,7783.95,7784.0,124
2024-10-18 14:14:00,7781.0,7785.3,7781.0,7785.15,20
2024-10-18 14:15:00,7785.15,7785.7,7778.85,7782.95,48
2024-10-18 14:16:00,7783.05,7783.05,7782.15,7783.05,28
2024-10-18 14:17:00,7783.15,7789.1,7783.15,7788.65,16
2024-10-18 14:18:00,7789.1,7789.1,7784.1,7788.15,14
2024-10-18 14:19:00,7788.85,7788.85,7781.25,7783.05,42
2024-10-18 14:20:00,7787.35,7789.95,7787.35,7789.95,17
2024-10-18 14:21:00,7789.95,7792.4,7785.35,7785.35,29
2024-10-18 14:22:00,7785.35,7785.45,7780.05,7783.9,22
2024-10-18 14:23:00,7783.9,7786.35,7782.8,7786.35,22
2024-10-18 14:24:00,7786.85,7787.95,7785.0,7787.95,56
2024-10-18 14:25:00,7790.0,7790.1,7786.65,7790.0,29
2024-10-18 14:26:00,7790.0,7790.1,7786.05,7789.8,19
2024-10-18 14:27:00,7789.95,7792.2,7787.1,7792.2,18
2024-10-18 14:28:00,7790.0,7790.1,7790.0,7790.0,9
2024-10-18 14:29:00,7790.0,7791.95,7788.1,7790.0,35
2024-10-18 14:30:00,7790.0,7793.55,7788.05,7789.95,104
2024-10-18 14:31:00,7790.0,7791.1,7790.0,7791.1,16
2024-10-18 14:32:00,7790.0,7793.6,7790.0,7790.1,15
2024-10-18 14:33:00,7790.0,7790.0,7786.5,7790.0,20
2024-10-18 14:34:00,7790.0,7790.0,7782.8,7782.8,51
2024-10-18 14:35:00,7786.5,7788.25,7782.8,7788.25,40
2024-10-18 14:36:00,7788.2,7789.25,7788.15,7789.25,11
2024-10-18 14:37:00,7788.7,7790.3,7782.05,7783.1,96
2024-10-18 14:38:00,7785.75,7790.0,7783.1,7786.05,35
2024-10-18 14:39:00,7789.95,7790.3,7785.0,7789.25,35
2024-10-18 14:40:00,7789.0,7790.0,7785.45,7790.0,15
2024-10-18 14:41:00,7790.0,7791.45,7789.95,7789.95,13
2024-10-18 14:42:00,7789.95,7790.1,7789.95,7790.0,8
2024-10-18 14:43:00,7790.0,7791.95,7782.35,7786.55,58
2024-10-18 14:44:00,7787.4,7787.4,7787.1,7787.1,8
2024-10-18 14:45:00,7782.85,7783.95,7775.0,7783.95,153
2024-10-18 14:46:00,7784.8,7788.25,7780.95,7788.25,126
2024-10-18 14:47:00,7789.4,7789.95,7788.0,7789.95,21
2024-10-18 14:48:00,7789.95,7790.0,7786.65,7788.85,41
2024-10-18 14:49:00,7788.8,7789.85,7785.0,7789.85,23
2024-10-18 14:50:00,7789.85,7789.9,7789.0,7789.0,12
2024-10-18 14:51:00,7789.0,7789.0,7789.0,7789.0,7
2024-10-18 14:52:00,7789.0,7789.95,7789.0,7789.95,12
2024-10-18 14:53:00,7789.55,7789.95,7786.7,7789.95,18
2024-10-18 14:54:00,7789.95,7793.75,7788.1,7790.0,217
2024-10-18 14:55:00,7790.45,7793.85,7790.0,7790.05,152
2024-10-18 14:56:00,7790.0,7794.0,7790.0,7790.0,74
2024-10-18 14:57:00,7790.0,7790.1,7788.4,7788.4,19
2024-10-18 14:58:00,7788.25,7788.25,7780.65,7785.5,22
2024-10-18 14:59:00,7785.5,7794.95,7785.5,7790.0,326
2024-10-18 15:00:00,7790.0,7793.9,7784.25,7784.25,27
2024-10-18 15:01:00,7782.65,7782.65,7780.0,7781.4,71
2024-10-18 15:02:00,7783.95,7790.0,7780.8,7790.0,74
2024-10-18 15:03:00,7790.0,7793.85,7786.05,7786.05,58
2024-10-18 15:04:00,7785.25,7785.25,7778.0,7778.0,124
2024-10-18 15:05:00,7778.0,7778.0,7770.1,7770.1,67
2024-10-18 15:06:00,7774.0,7774.0,7770.0,7773.9,25
2024-10-18 15:07:00,7770.0,7772.0,7765.0,7765.0,56
2024-10-18 15:08:00,7765.0,7774.85,7765.0,7774.85,120
2024-10-18 15:09:00,7774.6,7787.8,7773.4,7777.55,890
2024-10-18 15:10:00,7775.2,7781.7,7765.0,7769.9,94
2024-10-18 15:11:00,7768.75,7771.45,7765.25,7771.45,50
2024-10-18 15:12:00,7770.7,7770.7,7765.35,7768.95,29
2024-10-18 15:13:00,7768.4,7769.2,7765.25,7767.9,30
2024-10-18 15:14:00,7769.2,7771.85,7767.95,7769.4,102
2024-10-18 15:15:00,7769.4,7777.4,7765.0,7777.4,151
2024-10-18 15:16:00,7776.9,7780.9,7773.1,7773.1,94
2024-10-18 15:17:00,7776.95,7777.05,7774.9,7774.9,268
2024-10-18 15:18:00,7774.9,7779.6,7772.5,7774.35,314
2024-10-18 15:19:00,7775.0,7776.8,7772.0,7775.0,87
2024-10-18 15:20:00,7772.45,7776.55,7765.85,7774.45,289
2024-10-18 15:21:00,7773.9,7776.35,7767.1,7771.3,156
2024-10-18 15:22:00,7774.95,7775.0,7772.85,7775.0,47
2024-10-18 15:23:00,7775.0,7775.35,7770.05,7775.0,246
2024-10-18 15:24:00,7775.0,7778.3,7769.55,7775.0,385
2024-10-18 15:25:00,7775.0,7777.65,7774.9,7775.0,107
2024-10-18 15:26:00,7775.0,7783.55,7765.0,7783.55,375
2024-10-18 15:27:00,7774.8,7777.5,7765.05,7765.05,294
2024-10-18 15:28:00,7771.35,7775.95,7765.0,7775.0,287
2024-10-18 15:29:00,7765.25,7775.0,7765.0,7765.0,282
